Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
male,single or never married,45 thru 54,1 to 3 years of college,student or hs or college,less than one year,yes,three,two,own,mobile home,pacific islander,spanish,<=25K
female,living together or not married,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,four,two,live with parents/family,other,white,spanish,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,four,two,own,house,white,english,>25K
male,widowed,55 thru 64,1 to 3 years of college,professional/managerial,seven to ten years,yes,eight,three,live with parents/family,apartment,black,english,>25K
male,living together or not married,14 thru 17,grade 8 or less,student or hs or college,one to three years,no,seven,none,live with parents/family,house,white,english,<=25K
female,married,45 thru 54,1 to 3 years of college,professional/managerial,less than one year,not married,one,none,rent,apartment,east indian,spanish,<=25K
male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,five,three,rent,house,hispanic,spanish,>25K
female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english,>25K
female,single or never married,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,black,english,>25K
female,married,25 thru 34,grad study,professional/managerial,seven to ten years,yes,two,none,own,house,white,english,>25K
female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,no,three,one,own,house,asian,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,own,house,white,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,sales worker,one to three years,not married,one,none,live with parents/family,mobile home,white,spanish,>25K
female,widowed,65 and over,1 to 3 years of college,student or hs or college,one to three years,not married,six,nine or more,own,apartment,white,english,<=25K
male,living together or not married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,yes,nine or more,two,live with parents/family,house,asian,spanish,<=25K
female,married,45 thru 54,grad study,sales worker,more than ten years,yes,two,none,own,house,white,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,single or never married,25 thru 34,grades 9 to 11,sales worker,more than ten years,not married,two,none,rent,apartment,white,english,<=25K
female,married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,rent,apartment,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,55 thru 64,1 to 3 years of college,unemployed,less than one year,yes,two,nine or more,own,house,white,english,<=25K
female,divorced or separated,55 thru 64,1 to 3 years of college,professional/managerial,seven to ten years,not married,one,none,own,condominium,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,sales worker,less than one year,yes,three,one,rent,apartment,white,english,>25K
female,single or never married,35 thru 44,grades 9 to 11,sales worker,less than one year,not married,nine or more,two,own,house,american indian,english,<=25K
male,married,25 thru 34,grades 9 to 11,factory worker/laborer/driver,less than one year,not married,four,two,own,condominium,east indian,english,<=25K
female,married,25 thru 34,1 to 3 years of college,homemaker,more than ten years,yes,four,two,own,house,white,english,>25K
male,living together or not married,18 thru 24,grad study,unemployed,four to six years,yes,six,two,rent,apartment,hispanic,english,>25K
female,single or never married,18 thru 24,grad study,student or hs or college,less than one year,no,one,two,live with parents/family,mobile home,hispanic,english,<=25K
female,married,25 thru 34,grad study,student or hs or college,more than ten years,yes,six,two,rent,other,east indian,english,<=25K
male,single or never married,14 thru 17,grade 8 or less,military,more than ten years,not married,five,three,live with parents/family,condominium,pacific islander,english,>25K
female,married,55 thru 64,graduated high school,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
male,divorced or separated,55 thru 64,grad study,professional/managerial,four to six years,not married,one,none,rent,house,white,other,<=25K
female,single or never married,65 and over,grad study,factory worker/laborer/driver,one to three years,not married,six,four,rent,condominium,asian,spanish,>25K
male,married,14 thru 17,college graduate,homemaker,more than ten years,not married,three,nine or more,own,house,black,english,<=25K
male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,five,one,own,house,asian,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,not married,three,none,own,house,white,english,>25K
female,single or never married,45 thru 54,1 to 3 years of college,clerical/service worker,four to six years,no,one,none,rent,apartment,american indian,other,>25K
female,married,35 thru 44,college graduate,homemaker,four to six years,no,four,two,own,house,hispanic,english,>25K
female,single or never married,14 thru 17,grade 8 or less,unemployed,less than one year,not married,one,none,live with parents/family,apartment,white,english,<=25K
male,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,three,none,own,house,asian,english,>25K
female,married,25 thru 34,grad study,professional/managerial,one to three years,yes,two,none,own,condominium,white,english,>25K
female,widowed,35 thru 44,1 to 3 years of college,student or hs or college,more than ten years,yes,four,none,rent,house,east indian,spanish,<=25K
female,divorced or separated,35 thru 44,college graduate,professional/managerial,less than one year,not married,two,one,rent,apartment,white,english,>25K
male,divorced or separated,55 thru 64,graduated high school,factory worker/laborer/driver,more than ten years,yes,three,none,rent,condominium,white,english,<=25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,single or never married,14 thru 17,grade 8 or less,sales worker,one to three years,yes,nine or more,five,live with parents/family,mobile home,black,other,>25K
male,divorced or separated,45 thru 54,graduated high school,sales worker,more than ten years,not married,one,none,own,house,black,english,>25K
female,single or never married,18 thru 24,grade 8 or less,factory worker/laborer/driver,one to three years,yes,one,none,own,apartment,asian,english,>25K
female,married,45 thru 54,1 to 3 years of college,homemaker,more than ten years,no,three,none,own,house,white,english,>25K
female,married,25 thru 34,grades 9 to 11,homemaker,one to three years,not married,four,seven,rent,mobile home,american indian,other,<=25K
male,married,25 thru 34,graduated high school,military,one to three years,not married,eight,two,rent,other,east indian,spanish,>25K
female,divorced or separated,45 thru 54,college graduate,professional/managerial,one to three years,not married,one,five,rent,house,hispanic,other,<=25K
male,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,two,none,own,house,white,english,>25K
female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,living together or not married,18 thru 24,1 to 3 years of college,homemaker,more than ten years,yes,eight,three,rent,house,black,spanish,<=25K
