Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,<nil>,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,grades 9 to 11,<nil>,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,six,none,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,<nil>,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,<nil>,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,<nil>,more than ten years,yes,three,none,<nil>,house,white,english,>25K
male,married,<nil>,grades 9 to 11,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,two,<nil>,own,house,white,english,>25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,one,<nil>,own,house,white,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,three,none,own,house,white,english,>25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,six,none,own,house,white,english,<=25K
female,married,<nil>,grades 9 to 11,homemaker,more than ten years,yes,three,four,own,house,<nil>,english,<=25K
female,married,<nil>,grades 9 to 11,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,<nil>,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,four,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,<nil>,none,<nil>,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,<nil>,<nil>,<nil>,own,house,white,english,>25K
male,married,<nil>,grad study,professional/managerial,<nil>,yes,four,none,own,house,white,english,>25K
male,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
female,married,<nil>,grades 9 to 11,professional/managerial,more than ten years,yes,seven,none,own,house,white,english,<=25K
male,married,<nil>,grades 9 to 11,student or hs or college,more than ten years,yes,two,none,live with parents/family,house,white,english,<=25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,six,none,own,house,white,english,<=25K
male,married,<nil>,college graduate,unemployed,more than ten years,yes,eight,none,own,house,white,english,<=25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,eight,none,own,house,white,english,<=25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,nine or more,none,own,<nil>,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,<nil>,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,six,none,own,house,white,<nil>,<=25K
female,married,<nil>,grade 8 or less,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,<nil>,yes,two,none,own,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,<nil>,yes,two,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,<nil>,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,<=25K
female,married,<nil>,grades 9 to 11,professional/managerial,<nil>,yes,two,none,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,<nil>,five,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,one,<nil>,own,house,<nil>,english,>25K
female,married,<nil>,1 to 3 years of college,<nil>,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,<nil>,yes,two,none,own,house,white,english,>25K
male,married,<nil>,college graduate,professional/managerial,more than ten years,yes,<nil>,none,own,<nil>,white,english,>25K
female,married,<nil>,grades 9 to 11,professional/managerial,more than ten years,yes,nine or more,none,own,house,white,english,>25K
female,<nil>,<nil>,graduated high school,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,nine or more,none,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,nine or more,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,<nil>,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,one,none,own,house,<nil>,english,>25K
female,married,<nil>,grade 8 or less,professional/managerial,more than ten years,<nil>,six,<nil>,own,house,white,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,college graduate,professional/managerial,<nil>,yes,three,none,own,house,white,english,<=25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,nine or more,<nil>,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,student or hs or college,more than ten years,yes,two,none,live with parents/family,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
male,<nil>,<nil>,graduated high school,professional/managerial,more than ten years,yes,nine or more,none,own,house,white,english,<=25K
female,married,<nil>,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,<nil>,graduated high school,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,grad study,professional/managerial,more than ten years,yes,one,none,own,house,white,english,>25K
male,married,<nil>,grad study,professional/managerial,more than ten years,yes,<nil>,none,own,house,white,english,>25K
female,married,<nil>,1 to 3 years of college,homemaker,more than ten years,yes,nine or more,none,own,house,white,english,<=25K
male,married,<nil>,college graduate,professional/managerial,<nil>,<nil>,<nil>,none,own,house,white,english,>25K
female,married,<nil>,college graduate,<nil>,more than ten years,yes,<nil>,<nil>,own,house,white,english,<=25K
female,married,<nil>,1 to 3 years of college,professional/managerial,more than ten years,yes,<nil>,none,own,house,<nil>,english,>25K
female,married,<nil>,graduated high school,<nil>,more than ten years,<nil>,one,none,own,house,white,english,>25K
