Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
female,single or never married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,rent,apartment,hispanic,english,<=25K
female,single or never married,18 thru 24,graduated high school,professional/managerial,more than ten years,not married,four,none,live with parents/family,house,pacific islander,spanish,<=25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,less than one year,not married,one,two,live with parents/family,house,hispanic,english,<=25K
female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,five,two,own,house,black,english,>25K
male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,eight,three,live with parents/family,house,hispanic,spanish,>25K
female,single or never married,14 thru 17,grade 8 or less,student or hs or college,less than one year,not married,three,two,live with parents/family,house,hispanic,english,<=25K
male,living together or not married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,two,none,rent,apartment,white,english,>25K
male,married,25 thru 34,grad study,professional/managerial,more than ten years,yes,three,one,own,condominium,white,english,>25K
male,married,35 thru 44,1 to 3 years of college,professional/managerial,four to six years,yes,two,none,own,house,white,english,>25K
female,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,four,one,own,house,black,english,>25K
female,widowed,65 and over,college graduate,retired,more than ten years,not married,one,none,rent,apartment,white,english,>25K
male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,other,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,less than one year,not married,one,none,rent,apartment,white,english,<=25K
male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,five,one,own,house,white,english,>25K
male,single or never married,18 thru 24,college graduate,professional/managerial,one to three years,not married,five,none,rent,house,white,english,<=25K
female,single or never married,18 thru 24,grades 9 to 11,clerical/service worker,four to six years,not married,four,none,live with parents/family,house,white,english,<=25K
female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,five,two,live with parents/family,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,yes,four,two,own,house,hispanic,english,>25K
female,married,45 thru 54,graduated high school,clerical/service worker,more than ten years,yes,five,none,own,house,white,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,two,none,live with parents/family,house,hispanic,spanish,<=25K
female,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,one,none,rent,apartment,white,english,<=25K
female,married,45 thru 54,1 to 3 years of college,sales worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,widowed,45 thru 54,college graduate,professional/managerial,one to three years,not married,one,none,rent,apartment,black,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,sales worker,one to three years,not married,four,none,rent,other,white,english,<=25K
female,single or never married,25 thru 34,grades 9 to 11,student or hs or college,more than ten years,not married,one,none,rent,other,white,english,<=25K
male,married,35 thru 44,1 to 3 years of college,sales worker,one to three years,yes,three,one,rent,house,asian,other,>25K
male,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,two,none,live with parents/family,apartment,black,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,six,five,live with parents/family,condominium,hispanic,spanish,<=25K
male,single or never married,25 thru 34,graduated high school,professional/managerial,four to six years,not married,four,none,rent,apartment,white,english,>25K
female,single or never married,14 thru 17,grades 9 to 11,unemployed,more than ten years,not married,three,two,live with parents/family,house,hispanic,spanish,<=25K
female,widowed,65 and over,graduated high school,retired,more than ten years,not married,one,none,own,house,white,english,<=25K
male,married,45 thru 54,college graduate,sales worker,four to six years,yes,two,none,own,condominium,white,english,>25K
male,single or never married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,rent,apartment,black,english,<=25K
female,married,25 thru 34,grad study,homemaker,one to three years,no,four,two,own,house,white,english,>25K
female,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,one,own,house,white,english,>25K
female,widowed,55 thru 64,graduated high school,clerical/service worker,more than ten years,not married,one,none,own,mobile home,white,english,<=25K
female,living together or not married,25 thru 34,1 to 3 years of college,clerical/service worker,four to six years,not married,two,none,rent,apartment,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,three,none,live with parents/family,apartment,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,one,own,house,white,english,>25K
male,married,65 and over,graduated high school,clerical/service worker,seven to ten years,no,two,none,rent,apartment,asian,other,<=25K
male,married,25 thru 34,college graduate,student or hs or college,one to three years,no,three,none,rent,house,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,five,two,live with parents/family,house,white,english,>25K
male,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,two,none,rent,apartment,hispanic,english,>25K
male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,three,none,own,house,white,english,>25K
male,living together or not married,14 thru 17,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,two,one,live with parents/family,apartment,hispanic,spanish,<=25K
male,married,55 thru 64,college graduate,factory worker/laborer/driver,one to three years,yes,two,none,own,house,white,english,>25K
female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,four to six years,not married,four,three,rent,apartment,black,english,<=25K
female,single or never married,18 thru 24,graduated high school,sales worker,seven to ten years,not married,four,one,live with parents/family,condominium,white,english,>25K
