cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
<nil>,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
x,s,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,<nil>,v,g,p
<nil>,y,n,<nil>,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,<nil>,p
b,y,y,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,c,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,g,p
<nil>,f,g,<nil>,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,s,u,f,n,a,c,n,b,e,s,s,w,w,p,w,o,<nil>,n,v,d,e
x,y,g,f,n,<nil>,c,n,b,t,<nil>,s,w,w,p,w,<nil>,e,w,<nil>,d,e
s,s,g,f,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,d,e
x,f,g,f,<nil>,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,f,<nil>,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,n,<nil>,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
s,g,g,t,n,<nil>,w,b,b,e,s,s,w,<nil>,p,w,o,p,k,v,<nil>,e
<nil>,f,y,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
x,y,<nil>,f,<nil>,f,c,<nil>,b,t,s,s,w,w,p,w,<nil>,e,w,v,d,p
f,f,g,f,f,f,c,b,b,e,k,k,w,w,p,<nil>,<nil>,l,h,v,<nil>,p
<nil>,y,n,f,<nil>,a,c,b,b,<nil>,s,y,w,w,p,w,o,p,b,v,p,e
<nil>,y,u,f,n,f,<nil>,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,<nil>,e
x,f,y,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,r,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
b,y,b,f,n,f,c,n,b,t,s,s,<nil>,w,p,<nil>,o,e,w,v,<nil>,e
<nil>,y,b,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
x,y,<nil>,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
<nil>,f,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,<nil>,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,d,p
k,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,y,n,t,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,g,e
b,f,<nil>,f,n,a,c,b,<nil>,e,s,s,w,w,p,w,o,<nil>,n,v,p,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,g,p
k,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
b,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,f,g,f,f,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
x,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
k,y,p,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,e
f,y,n,<nil>,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,y,n,t,n,a,c,n,b,e,s,s,w,w,p,w,<nil>,p,n,v,<nil>,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,p
k,<nil>,n,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,f,<nil>,f,f,f,c,b,h,e,k,k,w,w,p,w,o,l,<nil>,v,d,p
b,f,g,f,f,f,c,b,b,e,k,<nil>,w,w,p,w,o,l,h,v,g,p
s,s,y,t,n,a,c,n,b,e,s,s,w,o,p,w,o,p,u,v,<nil>,e
<nil>,y,e,f,n,f,<nil>,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,p,p
b,y,u,f,<nil>,f,<nil>,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,y,r,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,e
<nil>,y,u,<nil>,f,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,v,<nil>,p
f,y,n,f,n,<nil>,c,n,<nil>,t,s,s,w,w,p,<nil>,o,e,w,v,<nil>,e
f,f,<nil>,f,f,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,e,f,s,f,c,n,b,t,s,<nil>,<nil>,w,p,w,o,e,w,v,d,p
<nil>,f,p,f,f,f,w,<nil>,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,e
<nil>,y,g,f,n,a,c,b,b,e,s,<nil>,<nil>,w,p,<nil>,o,p,n,v,g,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,d,p
<nil>,f,p,t,n,a,c,b,b,e,s,f,w,w,p,w,o,e,<nil>,v,g,e
<nil>,y,b,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,<nil>,e,w,<nil>,g,p
s,y,<nil>,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
<nil>,y,e,f,<nil>,f,<nil>,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,p
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,g,b,f,n,a,c,b,b,t,s,f,w,w,p,w,o,p,<nil>,v,w,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,<nil>,p
<nil>,y,e,f,n,f,c,n,b,<nil>,s,s,w,<nil>,p,w,o,<nil>,w,<nil>,p,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,u,f,<nil>,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
x,y,e,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
b,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,<nil>,w,<nil>,d,e
<nil>,f,w,t,n,a,w,n,b,e,s,s,w,w,p,w,o,p,n,v,l,e
<nil>,f,p,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,<nil>,l,e
x,y,<nil>,f,n,<nil>,<nil>,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,p,p
b,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,u,e
b,y,p,f,n,f,c,b,b,e,k,k,w,w,p,w,o,l,h,<nil>,<nil>,e
s,s,y,f,n,a,c,<nil>,b,e,s,<nil>,w,w,p,w,<nil>,p,w,v,d,e
<nil>,y,n,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,n,<nil>,<nil>,f,c,n,b,t,s,<nil>,w,w,p,<nil>,o,e,w,v,l,p
x,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,<nil>,p,p
<nil>,y,<nil>,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,y,e,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,<nil>,o,e,w,<nil>,g,p
<nil>,y,b,f,n,f,c,<nil>,b,e,s,<nil>,w,w,p,w,o,e,<nil>,v,l,e
<nil>,y,n,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
c,y,p,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,e
x,y,p,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,<nil>,v,d,p
x,s,w,t,n,a,w,b,b,t,<nil>,k,w,w,p,w,o,<nil>,y,v,u,e
x,y,w,f,f,f,c,n,b,t,<nil>,s,w,w,p,<nil>,o,e,w,v,g,p
<nil>,s,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,<nil>,d,e
<nil>,f,w,t,n,f,<nil>,n,b,e,<nil>,s,w,w,p,w,o,p,k,v,d,e
<nil>,<nil>,w,t,n,a,c,n,b,e,s,s,p,p,p,w,o,p,<nil>,<nil>,w,e
<nil>,s,n,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,d,e
b,y,n,t,n,f,<nil>,n,b,e,s,s,w,w,p,w,o,p,k,v,g,e
<nil>,g,e,t,n,a,w,n,b,e,s,s,w,w,p,w,o,f,u,v,l,e
<nil>,y,<nil>,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
k,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
f,<nil>,u,t,n,f,c,n,<nil>,e,s,s,w,w,p,w,o,p,k,v,u,p
x,f,g,f,f,f,c,b,b,e,k,k,n,w,p,w,o,l,h,<nil>,p,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,y,<nil>,f,y,f,c,<nil>,b,t,s,s,w,w,p,w,o,e,w,v,p,p
x,<nil>,<nil>,f,f,f,c,<nil>,b,t,s,s,w,w,p,w,o,e,<nil>,v,p,p
x,g,w,f,<nil>,a,<nil>,b,h,e,s,k,w,<nil>,p,w,t,p,r,<nil>,l,e
x,<nil>,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,<nil>,f,n,f,c,n,p,t,s,s,w,w,p,w,o,e,w,s,g,e
<nil>,y,r,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
b,y,n,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,<nil>,n,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,g,p
<nil>,y,y,<nil>,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,m,e
f,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
x,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,p
b,f,g,f,f,f,c,b,b,e,k,<nil>,w,w,p,w,o,l,h,v,<nil>,p
x,y,y,<nil>,a,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,<nil>,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,p,p
k,y,e,f,y,f,c,n,<nil>,<nil>,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,w,f,p,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,g,<nil>,t,n,a,c,<nil>,b,e,s,f,w,w,p,w,o,p,b,v,p,e
x,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,s,<nil>,f,n,f,c,n,p,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
s,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
b,y,r,<nil>,n,f,w,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
x,y,g,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,p
x,g,b,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,l,e
<nil>,f,g,<nil>,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
b,<nil>,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,y,f,n,a,w,n,b,t,s,s,e,w,p,w,o,p,y,<nil>,u,e
b,s,<nil>,f,n,f,c,n,o,t,s,s,w,o,p,w,o,e,w,v,<nil>,e
<nil>,s,e,t,n,a,c,n,b,e,s,s,w,<nil>,p,y,o,n,u,v,u,e
<nil>,f,g,f,f,f,c,b,b,e,k,<nil>,w,w,p,w,o,l,h,v,<nil>,p
<nil>,s,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,<nil>,e
f,y,e,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,g,f,n,a,<nil>,n,b,e,<nil>,s,w,w,p,w,o,p,n,v,<nil>,e
f,f,n,t,<nil>,f,w,b,b,e,s,<nil>,n,w,p,w,o,p,<nil>,<nil>,p,e
f,s,b,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,d,e
<nil>,g,g,t,n,f,w,b,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,e
<nil>,y,c,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,s,e,f,n,a,c,n,<nil>,e,s,s,w,w,p,w,o,p,<nil>,v,d,e
c,y,g,f,<nil>,f,c,<nil>,b,t,s,s,w,w,p,w,o,e,w,v,l,e
x,f,<nil>,f,n,a,w,b,n,e,s,s,w,w,p,w,o,p,n,v,l,e
f,y,w,<nil>,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
x,y,g,t,n,a,w,b,b,e,s,k,w,w,p,w,o,p,k,v,g,e
<nil>,s,<nil>,f,n,f,c,n,w,t,s,s,p,w,p,w,o,e,w,y,<nil>,e
<nil>,f,e,f,n,a,c,b,b,<nil>,s,<nil>,w,w,p,w,o,p,o,v,p,e
<nil>,y,g,f,n,f,<nil>,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,l,e
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,<nil>,e,w,v,g,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,g,p
<nil>,y,y,f,<nil>,f,<nil>,n,b,t,s,s,<nil>,w,p,w,o,e,w,<nil>,d,e
x,y,b,t,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
k,g,n,t,n,f,c,n,b,e,s,s,w,<nil>,p,w,o,p,k,v,p,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,<nil>,v,g,p
<nil>,y,w,<nil>,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,e
<nil>,f,r,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,e
k,y,w,f,n,f,c,n,b,t,<nil>,<nil>,w,w,p,w,o,e,w,v,w,e
<nil>,y,w,<nil>,c,f,c,n,b,t,s,s,<nil>,w,p,<nil>,o,e,w,<nil>,g,p
<nil>,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,y,g,t,n,f,c,n,b,e,s,s,w,w,p,w,<nil>,p,k,v,g,e
<nil>,y,n,f,s,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,g,p
x,y,<nil>,f,f,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,g,p
k,y,n,f,s,f,c,n,<nil>,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
x,y,w,f,n,<nil>,w,n,b,e,k,s,<nil>,w,p,w,<nil>,p,h,v,u,e
<nil>,s,b,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
k,<nil>,<nil>,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,<nil>,<nil>,t,n,f,c,b,b,e,s,s,w,w,p,<nil>,o,p,k,v,p,e
<nil>,y,e,<nil>,y,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,g,p
<nil>,y,g,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
b,y,e,t,n,f,c,b,b,e,s,<nil>,w,<nil>,p,w,o,p,k,v,<nil>,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
c,y,<nil>,f,n,f,w,n,b,t,s,s,<nil>,w,p,y,o,e,w,<nil>,l,e
x,y,g,<nil>,<nil>,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
x,y,u,t,n,<nil>,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,p
<nil>,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,f,<nil>,f,f,f,c,b,h,e,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,g,y,t,n,f,c,b,b,e,s,y,w,o,p,w,o,<nil>,k,v,u,e
<nil>,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
x,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,l,e
b,f,y,f,f,<nil>,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,d,p
s,y,b,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,g,e
<nil>,y,e,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
f,y,e,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,g,p
k,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,d,p
b,y,p,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,w,f,a,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,<nil>,f,f,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
f,y,e,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,w,<nil>,e,w,v,d,e
<nil>,y,y,f,n,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,d,e
<nil>,y,u,t,<nil>,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,l,e
c,y,e,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,<nil>,e,w,v,w,e
b,y,w,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,e,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,d,e
<nil>,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
s,y,<nil>,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,p,e
b,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,<nil>,p
f,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,p
x,y,<nil>,f,n,f,w,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,<nil>,e
<nil>,y,w,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,u,p
k,s,<nil>,f,n,f,c,n,g,t,s,s,o,o,p,w,o,e,w,y,<nil>,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
x,y,u,f,<nil>,f,c,b,b,e,s,<nil>,w,w,p,w,o,p,w,<nil>,m,e
b,y,b,f,n,f,c,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,g,p
b,f,g,f,<nil>,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,<nil>,p,p
x,y,e,f,n,f,<nil>,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,p
x,f,r,t,n,a,c,b,<nil>,t,s,<nil>,b,p,p,w,o,p,b,<nil>,g,e
s,y,y,f,n,f,c,b,<nil>,e,k,k,w,w,p,w,o,l,h,v,l,e
b,y,w,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,p
f,y,b,f,n,f,c,n,<nil>,t,s,s,<nil>,w,p,w,o,e,w,v,g,p
x,f,<nil>,t,n,f,w,b,b,e,<nil>,s,w,w,p,w,o,p,k,<nil>,g,e
f,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
k,y,c,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,g,p
<nil>,y,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,<nil>,w,f,n,f,w,n,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,e
b,y,y,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,<nil>,e,w,v,<nil>,e
x,s,<nil>,f,n,f,c,n,w,t,<nil>,s,w,w,p,w,<nil>,e,w,s,d,e
k,y,u,<nil>,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,y,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,d,e
b,f,g,f,f,f,<nil>,b,<nil>,e,k,<nil>,w,w,p,w,o,l,h,v,d,p
<nil>,y,e,f,n,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,g,p
c,y,b,t,n,f,<nil>,b,b,e,s,f,w,w,p,w,o,p,k,<nil>,<nil>,e
k,y,e,<nil>,s,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,f,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,y,y,t,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,u,e
<nil>,y,b,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,p
c,f,b,t,n,f,<nil>,b,b,e,s,f,w,w,p,w,o,p,k,v,p,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
k,<nil>,y,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
x,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,p
<nil>,<nil>,n,f,p,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,s,e,f,n,a,c,n,b,e,s,s,w,w,p,w,<nil>,p,n,v,<nil>,e
<nil>,g,b,f,n,f,w,n,b,e,<nil>,s,w,<nil>,p,w,t,p,r,v,l,e
f,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
s,y,<nil>,f,n,f,c,n,<nil>,t,s,s,b,w,p,w,o,e,w,y,p,e
<nil>,y,n,f,n,f,c,n,h,t,s,s,w,w,p,w,o,<nil>,w,<nil>,m,e
x,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,g,p
<nil>,f,y,t,n,a,w,b,b,e,s,f,w,w,p,w,o,p,b,v,<nil>,e
f,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,f,y,f,<nil>,f,c,b,b,e,k,k,w,w,p,w,o,l,<nil>,v,d,p
f,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,w,o,l,h,v,g,p
f,f,g,f,f,f,c,b,b,e,k,<nil>,w,w,p,w,<nil>,l,h,v,p,p
<nil>,f,<nil>,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,p
b,y,<nil>,f,n,a,w,b,b,t,<nil>,y,w,w,p,w,o,p,y,v,p,e
<nil>,f,<nil>,<nil>,f,f,c,<nil>,b,e,k,k,w,w,p,w,o,l,h,v,p,p
<nil>,y,n,f,y,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,f,<nil>,f,n,a,c,b,b,e,s,f,w,w,p,w,o,p,o,v,p,e
f,s,n,f,n,<nil>,c,n,b,e,s,s,w,w,p,w,<nil>,p,n,v,d,e
k,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
x,y,e,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,<nil>,w,v,<nil>,p
<nil>,y,n,f,<nil>,f,c,<nil>,b,t,s,<nil>,w,w,p,w,o,e,w,v,l,p
b,y,<nil>,f,n,a,c,b,b,t,s,f,w,w,p,w,o,p,y,v,u,e
<nil>,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,n,f,<nil>,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,g,p
<nil>,f,g,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,<nil>,p
c,y,p,f,n,f,c,b,b,t,s,s,w,w,p,w,o,<nil>,w,v,u,e
x,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,g,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
b,g,b,f,n,a,c,n,b,t,s,s,w,w,p,w,o,e,u,s,<nil>,e
x,s,<nil>,f,n,f,c,n,n,t,s,s,g,w,p,w,o,e,w,y,d,e
