cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
f,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,u,p
f,s,p,t,n,a,w,b,p,e,k,k,y,w,p,o,t,e,k,y,l,e
k,f,n,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,p
x,g,g,f,n,a,c,b,o,e,s,s,y,y,p,w,o,l,u,y,w,e
k,f,c,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,p
x,s,w,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,a,g,p
f,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
x,s,g,f,n,a,c,b,p,t,f,k,p,g,p,o,o,p,o,c,g,e
k,g,g,t,n,a,c,b,e,t,k,k,w,y,p,w,o,l,w,c,l,e
f,y,p,f,n,a,w,b,p,t,k,y,b,y,p,y,n,n,w,n,g,e
b,y,p,f,n,a,w,b,n,t,y,k,b,g,p,w,n,e,n,s,p,e
k,y,b,t,n,f,c,b,y,e,s,y,p,p,p,y,n,p,n,v,g,e
f,y,y,f,l,f,c,b,p,e,f,s,w,w,p,y,o,p,k,a,p,e
x,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
f,g,p,t,n,f,w,b,p,e,s,s,b,g,p,o,n,p,k,a,d,e
k,y,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p
f,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,y,d,p
f,f,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p,p
f,y,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,e
c,g,p,f,n,f,w,b,u,e,y,s,e,o,p,n,n,n,k,s,d,e
x,s,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,m,e
b,s,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m,e
k,y,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
x,f,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,g,p
f,f,r,t,n,a,c,b,w,e,s,k,y,o,p,w,n,e,w,v,w,e
x,f,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p,p
x,g,w,t,n,f,c,b,g,t,f,s,w,w,p,y,n,p,y,s,u,e
x,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,d,p
b,g,p,t,n,f,c,b,o,e,k,s,g,p,p,y,t,l,n,v,g,e
x,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
f,y,b,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g,p
k,y,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p
k,s,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
k,f,g,f,n,f,w,b,w,e,s,s,w,w,p,w,t,p,w,n,g,e
x,s,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
x,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,d,p
b,f,b,t,n,f,c,b,r,e,k,k,w,n,p,y,n,l,k,n,g,e
k,y,e,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
c,g,y,f,n,f,c,b,g,t,y,k,p,g,p,o,n,l,n,v,w,e
b,f,y,f,n,a,w,b,y,t,s,y,w,o,p,n,n,p,b,s,g,e
c,g,y,t,n,a,c,b,e,e,k,k,n,p,p,w,o,p,k,y,d,e
f,f,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,g,p
b,g,e,f,n,a,c,b,y,e,k,s,b,e,p,w,o,e,n,s,u,e
f,s,b,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,u,p
f,y,p,t,n,f,c,b,y,t,s,k,w,p,p,y,n,e,k,a,w,e
f,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
k,y,w,f,l,f,c,b,o,t,f,y,w,w,p,y,t,p,k,v,l,e
c,f,y,f,n,a,w,b,o,t,f,f,y,w,p,w,o,e,k,v,w,e
x,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g,p
x,s,n,t,n,f,w,b,y,e,y,f,w,o,p,n,o,e,o,c,p,e
b,f,g,f,n,f,w,b,p,e,k,k,w,w,p,w,t,p,w,s,g,p
b,f,n,t,n,a,c,b,o,e,f,s,o,n,p,w,n,f,k,n,g,e
f,y,g,t,n,a,c,b,g,e,f,k,p,p,p,o,o,n,w,y,l,e
f,f,e,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,v,d,p
f,f,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,g,p
f,g,w,t,n,f,w,b,b,t,f,s,p,o,p,w,n,f,k,s,g,e
x,s,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p
b,f,n,t,n,f,w,n,y,e,f,s,o,n,p,n,t,f,w,a,g,e
x,s,b,f,n,a,w,b,g,e,f,f,o,o,p,o,n,f,k,v,p,e
f,f,e,t,n,f,c,b,p,t,s,s,o,o,p,o,t,e,k,v,d,e
k,s,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
x,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,g,p
f,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d,p
f,y,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,d,p
x,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,p
x,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,y,d,p
f,f,g,f,n,a,w,b,b,e,s,s,g,p,p,n,t,n,o,c,u,e
b,y,w,f,l,a,w,b,n,t,s,y,p,w,p,y,n,p,k,y,p,e
k,y,p,f,n,a,w,b,p,e,k,s,b,g,p,y,t,f,k,c,d,e
b,f,b,f,n,f,w,b,r,e,s,y,w,y,p,y,o,p,n,a,g,e
b,y,b,t,n,a,w,b,b,t,f,s,w,w,p,o,n,f,u,s,p,e
f,y,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,v,d,e
x,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,g,p
x,f,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,y,d,p
b,y,r,t,a,f,w,b,b,t,f,k,w,w,p,y,o,n,o,n,g,e
f,s,b,f,n,a,c,b,o,e,k,s,w,o,p,w,n,n,b,y,w,e
x,y,y,f,n,f,w,b,o,e,y,s,e,b,p,w,n,n,n,c,d,e
x,s,n,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
f,y,e,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d,p
k,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p
c,s,y,t,n,a,c,n,y,t,f,f,w,b,p,o,n,f,y,s,p,e
f,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d,p
b,y,g,f,n,f,w,b,g,e,s,s,g,o,p,o,o,p,n,v,d,e
x,y,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,d,p
k,y,p,t,n,a,w,b,y,t,s,f,g,p,p,n,t,f,o,v,l,e
k,s,e,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p
x,y,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,u,p
s,y,y,t,n,f,c,b,u,e,f,y,p,o,p,n,o,e,k,n,g,e
x,y,n,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,y,d,e
f,y,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
x,f,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g,p
x,y,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
s,f,u,f,n,a,c,b,o,e,k,f,p,e,p,w,t,p,k,c,g,e
x,s,w,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d,e
x,s,w,f,n,f,w,b,w,e,k,s,w,w,p,w,t,p,w,n,g,e
x,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m,e
k,y,n,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p
f,y,n,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,s,g,e
k,g,u,f,n,a,w,b,g,e,k,k,b,b,p,y,o,l,k,s,w,e
f,y,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,v,d,e
x,f,n,f,n,a,c,b,p,e,s,f,g,o,p,w,t,p,u,y,l,e
k,y,c,f,m,a,c,b,y,e,k,y,c,c,p,w,n,n,w,c,d,p
x,f,e,t,n,a,w,b,h,e,f,y,e,p,p,w,n,e,n,a,u,e
x,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,g,p
k,s,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
c,f,p,f,n,a,c,b,g,e,y,s,b,p,p,y,n,l,k,a,l,e
x,s,p,f,n,a,w,b,b,e,y,s,w,w,p,w,o,f,n,v,p,e
f,f,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p,p
x,g,p,f,n,a,c,b,n,e,y,f,p,y,p,y,n,l,n,v,p,e
c,s,b,f,n,f,w,b,e,t,k,y,n,g,p,w,t,p,n,v,d,e
x,f,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p,p
x,y,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,g,p
x,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,g,p
k,y,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
f,g,g,t,n,a,w,b,o,t,s,k,p,n,p,y,o,e,k,s,d,e
x,s,c,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,w,v,p,p
f,f,w,t,a,f,w,n,w,t,s,s,w,w,p,w,o,p,u,v,d,e
x,s,u,t,n,f,w,b,y,e,k,k,w,e,p,w,n,l,y,c,w,e
b,g,y,t,n,f,w,b,k,e,f,y,b,y,p,n,n,l,b,a,w,e
x,s,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p
k,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
f,g,n,f,n,a,w,b,o,t,k,s,g,y,p,w,t,p,k,a,u,e
f,y,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p
x,g,y,f,n,f,c,b,n,t,s,k,g,y,p,n,o,p,k,v,d,e
s,y,g,f,n,a,c,b,b,t,y,f,n,b,p,o,o,p,k,s,w,e
f,f,w,f,n,a,c,b,y,e,k,s,y,b,p,o,o,n,k,s,m,e
k,f,n,t,n,a,w,b,p,e,s,s,e,b,p,y,n,p,n,a,w,e
f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p,p
x,f,w,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,d,p
f,f,u,f,n,f,c,b,p,e,y,y,p,p,p,n,o,f,n,y,d,e
f,y,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,u,p
c,f,p,f,n,a,c,b,y,t,y,y,o,o,p,o,t,p,n,v,p,e
k,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
x,g,y,f,a,a,c,b,w,t,s,s,w,o,p,y,n,p,o,c,p,e
x,g,g,t,n,f,c,b,u,e,s,s,y,o,p,y,t,p,r,a,l,e
f,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,g,p
k,y,g,f,n,f,w,b,b,t,s,y,b,b,p,y,o,p,o,s,w,e
k,y,g,f,n,f,c,b,g,e,k,s,w,w,p,o,n,n,k,y,w,e
x,s,r,t,a,f,c,b,b,e,k,y,o,o,p,o,o,e,n,a,p,e
x,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
k,f,n,f,n,f,w,b,b,e,s,k,e,w,p,w,t,e,y,y,p,e
f,s,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p
k,f,p,f,n,a,c,b,g,e,s,s,w,p,p,w,o,n,n,n,p,e
x,y,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,m,p
f,y,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,p,p
f,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,p,p
s,s,w,t,n,f,c,b,y,t,f,s,b,w,p,o,o,e,n,s,u,e
b,y,n,t,n,a,w,b,r,e,s,f,w,p,p,w,n,e,k,v,w,e
f,s,y,f,l,a,w,b,p,t,s,s,e,w,p,o,n,p,n,v,p,e
f,f,n,f,n,a,c,b,n,e,f,y,o,o,p,w,t,p,k,v,p,e
f,f,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
x,f,g,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,n,y,u,p
x,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
b,y,n,t,n,a,w,b,p,e,y,f,b,o,p,w,n,n,n,v,d,e
s,g,y,t,n,a,w,b,n,t,k,f,w,b,p,o,o,p,k,v,d,e
b,s,e,f,n,a,c,b,b,t,f,k,o,w,p,n,o,l,n,n,g,e
f,s,b,f,l,f,c,b,p,t,f,f,w,e,p,n,n,f,n,y,m,e
x,y,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p
f,f,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,p,p
x,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u,p
f,f,g,f,n,a,c,b,g,e,f,y,o,w,p,o,n,p,k,y,d,e
f,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,u,p
x,s,g,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g,p
s,s,e,f,n,f,c,b,b,t,k,s,w,w,p,n,o,p,o,s,w,e
x,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
f,y,e,t,n,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d,p
x,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
c,s,g,f,l,f,c,b,p,t,k,f,o,w,p,w,n,p,k,v,m,e
x,s,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p
x,f,g,f,n,f,w,b,w,e,k,s,w,w,p,w,t,p,w,n,g,e
f,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g,p
f,y,n,f,n,f,w,b,p,e,s,y,p,y,p,y,n,p,k,y,l,e
f,y,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
x,y,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p
c,y,e,f,n,a,w,b,p,e,f,s,b,y,p,o,t,e,n,c,l,e
x,g,y,f,n,f,w,b,g,e,k,f,b,p,p,y,o,p,k,v,d,e
b,y,y,f,a,a,w,b,o,t,f,f,w,p,p,y,n,p,n,y,l,e
x,s,e,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
x,f,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d,e
b,f,g,t,n,a,c,b,k,e,k,s,e,e,p,o,o,e,b,s,g,e
k,g,g,f,n,a,c,b,h,e,y,f,o,y,p,o,t,l,u,a,g,e
x,y,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,p,p
c,y,n,t,n,f,w,b,k,e,k,k,e,y,p,o,o,f,n,a,g,e
x,y,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
x,f,w,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,n,v,d,p
b,f,y,f,n,f,w,b,n,e,y,k,b,g,p,o,n,p,r,s,u,e
x,f,b,t,n,f,c,b,o,e,s,y,b,p,p,y,t,n,k,y,g,e
f,y,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
k,s,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p
f,s,n,f,n,a,c,b,y,e,s,s,o,o,p,o,o,p,b,v,l,e
x,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,v,d,e
s,g,n,f,n,a,w,b,g,e,y,f,b,g,p,n,t,p,k,y,u,e
f,s,e,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
x,f,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,d,p
f,f,g,f,a,a,w,b,g,t,k,k,e,w,p,w,o,p,n,n,g,e
f,s,e,f,n,a,c,b,p,t,k,s,e,e,p,o,t,l,w,c,w,e
x,s,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p
k,s,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p
f,s,g,t,n,f,w,b,y,t,f,f,w,p,p,w,t,n,u,s,p,e
c,f,p,f,n,a,c,b,p,e,y,y,w,w,p,o,o,e,b,n,u,e
f,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,g,p
b,s,b,t,n,f,c,b,h,e,y,s,p,y,p,w,n,f,n,s,m,e
x,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
x,y,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p
s,y,e,t,n,a,c,b,b,e,y,k,p,g,p,o,n,p,u,s,w,e
f,y,g,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,k,y,d,e
x,y,p,t,n,f,c,b,u,t,f,y,e,e,p,w,t,f,w,c,p,e
c,s,u,t,n,a,c,b,p,t,s,f,w,w,p,w,n,n,n,s,m,e
f,s,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
f,f,n,f,n,a,w,n,w,t,s,f,o,p,p,o,n,e,w,v,l,e
s,s,e,f,n,a,c,b,n,t,f,s,y,w,p,w,n,n,k,v,u,e
f,f,e,f,n,a,c,b,n,t,f,s,e,w,p,n,o,e,k,a,w,e
f,y,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,p
k,y,y,t,n,a,w,b,p,t,s,y,p,b,p,y,n,p,k,v,d,e
x,s,b,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,g,p
x,y,g,f,a,f,c,n,n,t,s,y,y,w,p,w,n,p,u,v,w,e
f,y,u,t,n,a,c,b,n,e,s,k,e,b,p,n,n,l,k,a,l,e
s,s,y,t,n,f,w,b,g,t,y,k,b,p,p,o,t,n,b,s,p,e
f,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,g,p
f,s,b,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u,p
f,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
b,s,y,f,l,f,w,b,g,t,s,y,b,o,p,n,t,l,n,s,w,e
c,g,g,f,l,f,w,n,w,e,s,f,e,y,p,w,t,p,u,s,l,e
s,g,g,f,n,f,w,b,o,t,k,k,g,o,p,n,o,e,y,y,w,e
x,f,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d,p
k,s,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p
b,g,e,f,n,a,c,b,w,e,y,s,p,w,p,w,o,n,w,s,d,e
s,g,y,f,n,f,c,b,p,e,f,s,g,p,p,w,t,f,b,n,g,e
b,f,p,t,n,a,c,b,w,t,s,y,y,p,p,y,n,n,w,n,g,e
x,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d,p
f,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
f,s,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
s,g,p,t,n,f,w,b,b,e,f,k,w,p,p,w,t,f,b,a,p,e
k,g,g,f,n,f,w,b,n,e,y,f,o,y,p,o,n,p,n,v,w,e
f,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p
s,s,p,f,n,a,c,b,p,e,f,k,p,y,p,w,o,n,k,n,d,e
f,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,g,p
x,s,u,f,n,f,w,n,h,t,s,f,w,w,p,w,t,f,k,n,w,e
f,f,n,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,k,y,d,e
b,f,b,t,n,a,c,b,w,t,f,k,g,b,p,y,o,f,y,c,l,e
x,f,y,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
f,f,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,d,p
k,f,n,t,n,f,w,b,k,t,s,s,w,o,p,n,n,p,n,y,m,e
c,s,y,f,a,a,w,b,n,t,s,f,o,b,p,w,t,p,n,v,u,e
x,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d,p
f,y,e,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
x,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p
f,y,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,d,p
x,f,n,t,n,a,w,b,n,e,k,y,e,y,p,y,o,p,b,y,d,e
k,f,y,f,a,a,c,b,o,e,y,y,w,y,p,w,n,f,k,v,p,e
x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g,p
f,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,u,p
k,g,n,t,n,f,w,b,o,t,y,y,b,w,p,o,n,p,w,y,g,e
b,s,n,f,n,a,c,b,y,e,s,s,o,o,p,o,o,p,b,c,l,e
x,s,b,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,u,p
b,y,w,t,n,a,w,b,n,e,s,k,w,b,p,y,t,p,w,a,m,e
x,g,y,t,n,f,w,b,g,e,f,y,g,y,p,w,n,l,w,n,g,e
x,y,g,f,n,a,c,b,p,e,s,y,o,n,p,o,n,p,k,n,u,e
f,s,n,f,a,f,c,b,n,t,k,y,y,w,p,y,t,l,n,n,g,e
x,y,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p
k,g,g,t,n,f,w,b,u,e,y,k,w,w,p,y,n,p,n,y,d,e
k,f,n,f,a,a,w,b,b,e,f,k,p,w,p,n,n,f,n,a,m,e
s,g,g,f,n,f,c,b,y,e,y,k,o,y,p,n,o,f,w,n,w,e
f,y,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
f,s,g,t,n,f,c,b,b,t,s,f,g,o,p,y,n,f,k,v,d,e
x,f,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,p,p
k,f,e,t,n,f,c,b,w,e,s,k,o,y,p,y,n,p,b,y,w,e
f,f,g,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,s,g,e
b,f,n,f,n,f,c,b,o,t,s,y,p,g,p,o,o,l,n,n,w,e
x,s,g,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,k,v,d,p
b,g,g,f,n,a,c,b,e,t,y,y,b,y,p,n,n,f,n,a,p,e
x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p,p
f,y,n,t,n,a,w,b,g,e,y,k,p,b,p,y,o,f,n,a,g,e
f,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g,p
x,y,e,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d,p
f,y,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p
x,f,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,s,g,e
k,y,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
k,g,y,f,n,a,c,b,e,e,y,y,y,w,p,o,o,n,w,n,w,e
f,y,e,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p
x,s,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
x,y,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g,p
f,y,p,f,l,f,w,b,n,e,y,f,b,w,p,w,n,p,n,n,g,e
x,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g,p
k,s,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
x,y,g,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,y,d,e
x,f,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,g,p
x,f,g,t,n,f,c,b,g,t,f,y,w,b,p,w,t,n,u,c,m,e
x,y,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d,e
f,s,e,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p,p
x,s,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g,e
f,g,e,t,l,a,w,b,b,t,y,s,e,e,p,y,o,e,n,c,m,e
f,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
x,f,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,g,p
x,g,p,f,n,a,w,b,o,t,s,f,w,w,p,y,n,l,b,c,p,e
c,s,g,f,n,a,c,b,o,t,s,k,y,w,p,o,t,p,b,c,u,e
f,y,e,t,n,a,w,b,o,e,k,k,o,y,p,w,t,f,n,y,p,e
x,y,b,f,a,f,w,b,p,t,k,f,p,w,p,o,o,n,k,a,w,e
x,y,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,p,p
x,s,g,t,n,a,c,b,h,t,f,y,y,b,p,y,o,e,o,n,m,e
c,s,y,t,n,f,w,b,u,t,s,k,p,y,p,w,t,p,u,n,d,e
f,f,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,d,p
b,g,g,t,n,a,w,b,o,t,s,k,b,w,p,n,n,p,b,a,p,e
f,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
k,y,e,t,n,a,c,b,e,t,y,f,y,n,p,n,o,e,k,y,l,e
f,y,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
f,y,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,p,p
f,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
f,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,d,p
x,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m,e
k,s,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
f,s,w,f,n,f,w,b,g,t,s,y,o,w,p,o,t,e,b,n,w,e
c,s,n,f,n,a,w,b,b,e,k,k,p,w,p,y,t,l,k,a,l,e
